,Age,Income,Emp_length,Amount,Rate,Status,Percent_income,Cred_length,Home_MORTGAGE,Home_OTHER,Home_OWN,Home_RENT,Intent_DEBTCONSOLIDATION,Intent_EDUCATION,Intent_HOMEIMPROVEMENT,Intent_MEDICAL,Intent_PERSONAL,Intent_VENTURE,Default_N,Default_Y
13835,24,96216,5.0,14400,7.88,0,0.15,4,1,0,0,0,0,0,0,0,0,1,1,0
13836,23,96260,4.782271048394734,25200,15.65,0,0.26,2,1,0,0,0,0,1,0,0,0,0,1,0
13837,26,96300,10.0,15000,6.17,0,0.16,3,1,0,0,0,0,0,0,0,1,0,1,0
13838,22,96384,6.0,18000,10.25,0,0.19,3,1,0,0,0,0,0,0,0,0,1,1,0
13839,25,96500,0.0,10000,6.17,0,0.1,2,1,0,0,0,0,0,0,0,1,0,1,0
13840,26,96500,4.0,18000,7.51,0,0.19,4,1,0,0,0,0,0,0,0,0,1,1,0
13841,24,96500,1.0,14000,17.19,0,0.15,4,1,0,0,0,0,1,0,0,0,0,1,0
13842,26,96640,8.0,25000,11.58,0,0.26,2,0,1,0,0,0,1,0,0,0,0,1,0
13843,25,96720,9.0,18000,7.9,0,0.19,4,1,0,0,0,0,1,0,0,0,0,1,0
13844,25,39000,4.0,14000,16.49,1,0.36,3,0,0,0,1,0,0,0,0,1,0,1,0
13845,24,96900,8.0,9300,6.17,0,0.1,2,1,0,0,0,1,0,0,0,0,0,1,0
13846,23,97000,5.0,12000,9.91,0,0.12,2,1,0,0,0,0,1,0,0,0,0,1,0
13847,25,97000,9.0,8000,11.011647430239664,0,0.08,4,1,0,0,0,0,0,0,0,1,0,1,0
13848,24,97000,3.0,6400,15.96,0,0.07,2,1,0,0,0,1,0,0,0,0,0,0,1
13849,26,97000,5.0,4000,6.62,0,0.04,4,1,0,0,0,1,0,0,0,0,0,1,0
13850,23,72250,7.0,35000,15.99,1,0.41,2,1,0,0,0,0,0,0,1,0,0,1,0
13851,22,97000,4.0,5000,6.99,0,0.05,4,1,0,0,0,0,0,0,0,1,0,1,0
13852,22,46000,6.0,14000,8.49,0,0.3,4,0,0,0,1,0,1,0,0,0,0,1,0
13853,23,97000,4.0,16000,6.62,0,0.16,2,1,0,0,0,1,0,0,0,0,0,1,0
13854,24,40000,4.0,14000,15.58,1,0.35,3,0,0,0,1,0,0,0,1,0,0,0,1
13855,24,97000,6.0,8000,11.11,0,0.08,4,1,0,0,0,0,0,0,0,1,0,1,0
13856,23,46800,4.0,14000,10.37,0,0.3,3,0,0,0,1,0,1,0,0,0,0,1,0
13857,23,97000,7.0,15000,9.63,0,0.15,4,0,0,1,0,0,0,0,1,0,0,1,0
13858,24,97000,2.0,22000,12.68,0,0.23,3,1,0,0,0,1,0,0,0,0,0,1,0
13859,23,97000,0.0,15000,16.4,0,0.15,3,1,0,0,0,0,0,0,0,1,0,0,1
13860,24,46800,4.0,14000,7.88,0,0.3,4,0,0,0,1,1,0,0,0,0,0,1,0
13861,22,97000,6.0,12975,6.91,0,0.13,4,1,0,0,0,0,1,0,0,0,0,1,0
13862,26,97000,4.0,6000,13.61,0,0.06,3,1,0,0,0,0,0,0,1,0,0,1,0
13863,23,97000,1.0,5000,7.51,0,0.05,3,1,0,0,0,0,0,0,0,1,0,1,0
13864,24,97000,6.0,6800,13.61,0,0.07,4,1,0,0,0,0,0,1,0,0,0,0,1
13865,23,42000,2.0,14000,16.89,1,0.33,3,0,0,0,1,0,0,0,0,1,0,1,0
13866,25,97000,9.0,25000,14.59,0,0.26,2,1,0,0,0,0,0,1,0,0,0,1,0
13867,23,97000,7.0,4800,11.011647430239664,0,0.05,2,1,0,0,0,0,1,0,0,0,0,1,0
13868,22,97000,6.0,10000,13.57,0,0.1,3,1,0,0,0,0,0,0,1,0,0,0,1
13869,24,49150,4.782271048394734,14000,11.71,0,0.28,3,0,0,0,1,0,1,0,0,0,0,1,0
13870,23,97000,8.0,4000,16.32,0,0.04,3,1,0,0,0,0,0,0,0,1,0,0,1
13871,26,44000,10.0,14000,14.83,1,0.32,2,0,0,0,1,1,0,0,0,0,0,1,0
13872,23,97000,7.0,1800,11.011647430239664,0,0.02,2,1,0,0,0,0,0,0,0,0,1,0,1
13873,22,97000,0.0,7500,11.34,0,0.08,4,1,0,0,0,0,1,0,0,0,0,0,1
13874,24,97000,2.0,12000,10.28,0,0.12,2,1,0,0,0,0,0,1,0,0,0,1,0
13875,26,85200,5.0,14000,11.011647430239664,1,0.16,2,1,0,0,0,0,0,1,0,0,0,0,1
13876,26,97333,3.0,10000,5.99,0,0.1,2,0,0,1,0,0,0,1,0,0,0,1,0
13877,24,50000,2.0,14000,9.88,0,0.28,2,0,0,0,1,0,0,1,0,0,0,1,0
13878,24,50004,0.0,14000,12.21,0,0.28,3,0,0,0,1,0,1,0,0,0,0,1,0
13879,25,85584,10.0,24000,17.19,1,0.28,2,1,0,0,0,1,0,0,0,0,0,0,1
13880,23,97600,7.0,14500,7.51,0,0.15,2,1,0,0,0,0,0,0,1,0,0,1,0
13881,25,97700,6.0,8000,7.49,0,0.08,2,1,0,0,0,0,0,0,0,1,0,1,0
13882,24,97700,5.0,25000,11.12,0,0.26,3,1,0,0,0,0,0,0,0,0,1,1,0
13883,26,97700,1.0,10400,9.32,0,0.11,3,1,0,0,0,1,0,0,0,0,0,1,0
13884,23,97781,7.0,5575,6.54,0,0.06,3,1,0,0,0,0,0,0,1,0,0,1,0
13885,23,97781,7.0,15000,6.54,0,0.15,3,1,0,0,0,0,0,0,0,0,1,1,0
13886,23,52000,7.0,14000,6.91,0,0.27,3,0,0,0,1,0,1,0,0,0,0,1,0
13887,23,32000,7.0,3500,15.27,0,0.11,3,0,0,1,0,0,1,0,0,0,0,1,0
13888,22,85992,6.0,3500,14.74,1,0.04,3,1,0,0,0,1,0,0,0,0,0,0,1
13889,24,98000,8.0,12000,6.03,0,0.12,3,0,0,1,0,0,0,1,0,0,0,1,0
13890,23,52800,4.0,14000,14.27,0,0.27,3,0,0,0,1,0,0,0,0,0,1,1,0
13891,24,98000,5.0,10000,11.71,0,0.1,3,1,0,0,0,0,0,1,0,0,0,1,0
13892,24,98000,8.0,10000,6.62,0,0.1,3,1,0,0,0,0,0,0,0,0,1,1,0
13893,21,53000,2.0,14000,14.65,0,0.26,3,0,0,0,1,0,1,0,0,0,0,1,0
13894,25,98000,9.0,2000,5.42,0,0.02,4,1,0,0,0,0,1,0,0,0,0,1,0
13895,24,98000,8.0,12000,7.49,0,0.12,2,0,0,1,0,0,0,0,0,0,1,1,0
13896,22,32000,2.0,3000,6.99,0,0.09,4,0,0,1,0,0,0,0,1,0,0,1,0
13897,26,98000,5.0,12000,8.49,0,0.12,3,1,0,0,0,0,0,0,1,0,0,1,0
13898,23,98000,6.0,10000,18.07,0,0.1,3,0,0,1,0,0,1,0,0,0,0,0,1
13899,21,98000,5.0,6000,10.59,0,0.06,4,1,0,0,0,0,0,0,0,1,0,1,0
13900,24,98000,8.0,6500,11.11,0,0.07,3,1,0,0,0,0,0,0,0,1,0,1,0
13901,25,54000,2.0,14000,10.99,0,0.26,4,0,0,0,1,0,0,0,0,1,0,1,0
13902,25,86000,9.0,5000,10.36,1,0.06,2,1,0,0,0,0,0,1,0,0,0,1,0
13903,22,54000,0.0,14000,7.14,0,0.26,2,0,0,0,1,0,0,0,1,0,0,1,0
13904,22,98000,5.0,25000,14.46,0,0.26,3,1,0,0,0,0,1,0,0,0,0,1,0
13905,24,98000,4.782271048394734,5000,5.79,0,0.05,2,1,0,0,0,0,0,0,1,0,0,1,0
13906,23,98000,7.0,10000,11.011647430239664,0,0.1,4,1,0,0,0,0,0,0,0,0,1,1,0
13907,22,48000,1.0,14000,13.92,1,0.29,3,0,0,0,1,0,0,0,0,1,0,1,0
13908,25,86000,7.0,24000,11.011647430239664,1,0.28,2,1,0,0,0,1,0,0,0,0,0,0,1
13909,22,86000,7.0,18000,13.48,1,0.21,2,1,0,0,0,0,1,0,0,0,0,1,0
13910,26,98000,7.0,14000,7.88,0,0.14,3,1,0,0,0,0,0,0,0,0,1,1,0
13911,24,86000,0.0,20000,10.99,1,0.23,4,1,0,0,0,0,0,0,0,1,0,1,0
13912,20,98000,4.0,24250,11.011647430239664,0,0.25,4,1,0,0,0,0,1,0,0,0,0,1,0
13913,25,55000,9.0,14000,6.62,0,0.25,2,0,0,0,1,0,0,1,0,0,0,1,0
13914,26,55000,2.0,14000,9.99,0,0.25,4,0,0,0,1,0,1,0,0,0,0,1,0
13915,23,98000,3.0,10000,8.94,0,0.1,3,1,0,0,0,0,0,0,0,0,1,1,0
13916,24,98000,8.0,25000,11.83,0,0.26,3,1,0,0,0,0,0,0,1,0,0,1,0
13917,23,86000,7.0,4800,16.0,1,0.06,3,1,0,0,0,1,0,0,0,0,0,0,1
13918,23,98000,4.0,14500,8.94,0,0.15,3,1,0,0,0,0,1,0,0,0,0,1,0
13919,23,32000,4.0,7500,12.98,0,0.23,3,0,0,1,0,0,0,0,0,1,0,1,0
13920,25,98000,3.0,1000,11.14,0,0.01,4,1,0,0,0,0,0,1,0,0,0,1,0
13921,23,98000,7.0,20000,13.57,0,0.2,4,1,0,0,0,1,0,0,0,0,0,1,0
13922,25,98000,2.0,6400,9.63,0,0.07,4,1,0,0,0,0,0,0,0,1,0,1,0
13923,25,98000,0.0,2000,7.37,0,0.02,2,0,0,1,0,0,0,0,0,1,0,1,0
13924,22,98004,6.0,16000,7.66,0,0.16,3,1,0,0,0,1,0,0,0,0,0,1,0
13925,25,86004,3.0,15000,6.91,1,0.17,4,1,0,0,0,0,0,0,0,1,0,1,0
13926,23,55000,3.0,14000,11.66,0,0.25,3,0,0,0,1,0,0,0,0,0,1,1,0
13927,21,55260,0.0,14000,6.54,0,0.25,2,0,0,0,1,0,1,0,0,0,0,1,0
13928,23,73185,7.0,7000,9.63,1,0.08,2,1,0,0,0,0,0,0,1,0,0,1,0
13929,21,98132,5.0,15000,11.36,0,0.15,4,1,0,0,0,0,0,0,1,0,0,1,0
13930,21,98280,2.0,10000,6.62,0,0.1,2,1,0,0,0,1,0,0,0,0,0,1,0
13931,23,98280,7.0,9400,6.62,0,0.1,3,1,0,0,0,0,1,0,0,0,0,1,0
13932,23,98400,7.0,9000,6.62,0,0.09,4,1,0,0,0,0,1,0,0,0,0,1,0
13933,26,98400,4.0,8450,6.99,0,0.09,2,1,0,0,0,0,0,0,0,0,1,1,0
13934,22,55992,6.0,14000,12.21,0,0.25,3,0,0,0,1,0,0,0,0,0,1,1,0
13935,24,98400,0.0,8000,12.68,0,0.08,2,1,0,0,0,0,1,0,0,0,0,1,0
13936,23,98400,0.0,10000,11.14,0,0.1,4,1,0,0,0,0,1,0,0,0,0,1,0
13937,22,56000,5.0,14000,14.35,0,0.25,4,0,0,0,1,0,1,0,0,0,0,0,1
13938,23,32000,2.0,6500,8.59,0,0.2,2,0,0,1,0,0,0,0,0,0,1,1,0
13939,24,98518,8.0,10000,8.59,0,0.1,3,1,0,0,0,0,0,0,0,0,1,1,0
13940,25,56004,0.0,14000,6.92,0,0.25,2,0,0,0,1,1,0,0,0,0,0,1,0
13941,26,98700,6.0,9600,13.06,0,0.1,3,1,0,0,0,0,0,1,0,0,0,1,0
13942,24,32000,3.0,15000,11.011647430239664,0,0.47,3,0,0,1,0,0,0,1,0,0,0,1,0
13943,24,56004,2.0,14000,12.61,0,0.25,2,0,0,0,1,0,0,0,1,0,0,1,0
13944,23,98800,7.0,1000,11.49,0,0.01,3,1,0,0,0,0,0,0,0,0,1,1,0
13945,22,99000,6.0,18000,8.9,0,0.18,3,1,0,0,0,0,0,0,0,0,1,1,0
13946,24,99000,8.0,12000,6.03,0,0.12,2,1,0,0,0,1,0,0,0,0,0,1,0
13947,26,57600,10.0,14000,10.37,0,0.24,2,0,0,0,1,0,0,0,0,0,1,1,0
13948,26,99000,10.0,5000,11.49,0,0.05,2,1,0,0,0,0,0,0,0,0,1,1,0
13949,25,58000,5.0,14000,12.61,0,0.24,3,0,0,0,1,0,0,0,1,0,0,0,1
13950,26,60000,2.0,14000,12.69,0,0.23,4,0,0,0,1,0,0,0,1,0,0,1,0
13951,22,60000,6.0,14000,6.03,0,0.23,2,0,0,0,1,0,0,0,0,1,0,1,0
13952,25,99000,9.0,15000,6.17,0,0.15,4,1,0,0,0,1,0,0,0,0,0,1,0
13953,23,60000,4.0,14000,14.84,0,0.23,3,0,0,0,1,0,1,0,0,0,0,0,1
13954,23,99000,8.0,1800,7.88,0,0.02,2,1,0,0,0,0,1,0,0,0,0,1,0
13955,26,99000,9.0,20000,14.22,0,0.2,4,1,0,0,0,0,0,0,1,0,0,1,0
13956,24,99000,8.0,12250,9.88,0,0.12,2,1,0,0,0,0,1,0,0,0,0,1,0
13957,22,60000,7.0,14000,7.88,0,0.23,2,0,0,0,1,0,0,0,0,0,1,1,0
13958,26,99085,10.0,8000,14.91,0,0.08,4,1,0,0,0,0,0,0,0,0,1,0,1
13959,23,99200,7.0,23000,6.91,0,0.23,4,1,0,0,0,1,0,0,0,0,0,1,0
13960,24,87220,7.0,8000,11.011647430239664,1,0.09,3,1,0,0,0,0,0,0,0,0,1,0,1
13961,22,60000,3.0,14000,13.48,0,0.23,3,0,0,0,1,1,0,0,0,0,0,0,1
13962,25,99473,9.0,8500,11.58,0,0.09,2,1,0,0,0,0,0,0,0,1,0,1,0
13963,23,99500,7.0,25000,15.7,0,0.25,2,1,0,0,0,0,1,0,0,0,0,1,0
13964,25,54000,6.0,14000,14.59,1,0.26,4,0,0,0,1,1,0,0,0,0,0,0,1
13965,25,99600,1.0,12800,12.42,0,0.13,4,1,0,0,0,0,0,1,0,0,0,1,0
13966,22,99600,6.0,7125,7.51,0,0.07,4,1,0,0,0,0,0,0,0,1,0,1,0
13967,22,99600,6.0,5000,9.67,0,0.05,3,1,0,0,0,0,0,0,1,0,0,1,0
13968,23,99670,2.0,5500,14.74,0,0.06,4,1,0,0,0,0,0,0,0,1,0,1,0
13969,22,60000,0.0,14000,12.73,0,0.23,2,0,0,0,1,0,1,0,0,0,0,1,0
13970,24,99750,8.0,12000,9.62,0,0.12,3,1,0,0,0,0,0,1,0,0,0,1,0
13971,25,99800,1.0,12000,8.94,0,0.12,2,1,0,0,0,0,0,0,1,0,0,1,0
13972,26,99900,10.0,2700,11.011647430239664,0,0.03,3,1,0,0,0,0,0,0,0,1,0,1,0
13973,25,60000,5.0,14000,11.011647430239664,0,0.23,2,0,0,0,1,0,0,1,0,0,0,1,0
13974,23,99996,7.0,20000,7.49,0,0.2,3,1,0,0,0,0,1,0,0,0,0,1,0
13975,25,99996,6.0,8000,11.011647430239664,0,0.08,4,1,0,0,0,0,0,0,1,0,0,1,0
13976,23,99996,2.0,4800,11.49,0,0.05,2,1,0,0,0,0,0,0,0,1,0,1,0
13977,22,61000,0.0,14000,6.99,0,0.23,4,0,0,0,1,0,1,0,0,0,0,1,0
13978,25,99996,5.0,12000,10.38,0,0.12,4,1,0,0,0,0,0,1,0,0,0,1,0
13979,23,62000,7.0,14000,10.99,0,0.23,4,0,0,0,1,1,0,0,0,0,0,1,0
13980,24,99996,5.0,10000,13.61,0,0.1,3,1,0,0,0,0,0,0,1,0,0,0,1
13981,24,62004,6.0,14000,8.59,0,0.23,4,0,0,0,1,0,0,0,0,0,1,1,0
13982,25,99996,3.0,8000,8.0,0,0.08,2,1,0,0,0,0,0,0,0,0,1,1,0
13983,24,62800,5.0,14000,12.69,0,0.22,2,0,0,0,1,0,0,0,0,1,0,1,0
13984,23,100000,7.0,25000,11.71,0,0.25,3,1,0,0,0,0,0,0,1,0,0,1,0
13985,24,100000,1.0,6600,9.91,0,0.07,2,1,0,0,0,0,1,0,0,0,0,1,0
13986,22,64000,2.0,14000,7.88,0,0.22,3,0,0,0,1,1,0,0,0,0,0,1,0
13987,23,65000,3.0,14000,10.65,0,0.22,4,0,0,0,1,0,0,0,0,1,0,1,0
13988,23,100000,7.0,35000,16.77,0,0.35,3,1,0,0,0,0,0,0,0,1,0,1,0
13989,23,65000,2.0,14000,9.99,0,0.22,2,0,0,0,1,1,0,0,0,0,0,1,0
13990,24,65000,0.0,14000,10.99,0,0.22,4,0,0,0,1,0,1,0,0,0,0,1,0
13991,23,100000,4.0,14000,17.58,0,0.14,3,1,0,0,0,0,1,0,0,0,0,0,1
13992,23,100000,4.0,15000,13.49,0,0.15,4,1,0,0,0,0,0,0,1,0,0,1,0
13993,24,100000,4.0,6000,8.9,0,0.06,2,0,0,1,0,0,0,0,1,0,0,1,0
13994,22,65000,3.0,14000,7.49,0,0.22,2,0,0,0,1,0,0,0,1,0,0,1,0
13995,26,66000,10.0,14000,6.62,0,0.21,3,0,0,0,1,0,0,0,0,1,0,1,0
13996,25,100000,9.0,6000,8.9,0,0.06,3,1,0,0,0,0,0,0,0,1,0,1,0
13997,25,31200,9.0,15000,6.03,0,0.48,4,0,0,1,0,0,0,0,0,1,0,1,0
13998,23,66000,1.0,14000,12.99,0,0.21,3,0,0,0,1,0,1,0,0,0,0,1,0
13999,25,100000,6.0,12000,9.91,0,0.12,4,1,0,0,0,0,0,0,0,0,1,1,0
14000,26,100000,7.0,9200,6.03,0,0.09,3,1,0,0,0,0,0,0,0,0,1,1,0
14001,22,100000,6.0,9000,11.011647430239664,0,0.09,2,1,0,0,0,0,1,0,0,0,0,1,0
14002,25,88000,9.0,20000,17.58,1,0.23,3,1,0,0,0,0,0,0,0,1,0,1,0
14003,23,100000,7.0,35000,16.77,0,0.35,4,0,0,1,0,0,0,0,0,1,0,1,0
14004,25,100000,9.0,4800,10.65,0,0.05,3,1,0,0,0,0,0,1,0,0,0,1,0
14005,25,100000,9.0,11650,6.62,0,0.12,3,1,0,0,0,0,0,1,0,0,0,1,0
14006,23,88000,4.0,8400,14.65,1,0.1,4,1,0,0,0,0,0,1,0,0,0,1,0
14007,24,69000,3.0,14000,12.61,0,0.2,2,0,0,0,1,0,0,0,0,0,1,0,1
14008,26,69575,3.0,14000,9.63,0,0.2,3,0,0,0,1,0,0,0,1,0,0,1,0
14009,25,100000,0.0,15000,6.03,0,0.15,3,1,0,0,0,0,1,0,0,0,0,1,0
14010,25,63996,9.0,14000,14.42,1,0.22,2,0,0,0,1,1,0,0,0,0,0,0,1
14011,21,70000,5.0,14000,6.99,0,0.2,3,0,0,0,1,0,0,0,0,1,0,1,0
14012,23,31200,7.0,6000,10.37,0,0.19,3,0,0,1,0,0,1,0,0,0,0,1,0
14013,25,70000,2.0,14000,9.99,0,0.2,2,0,0,0,1,0,0,1,0,0,0,1,0
14014,24,55845,1.0,14000,14.96,1,0.21,4,0,0,0,1,0,0,0,1,0,0,1,0
14015,22,100000,7.0,6000,8.49,0,0.06,2,1,0,0,0,0,0,0,0,1,0,1,0
14016,24,100000,4.0,8000,9.99,0,0.08,3,1,0,0,0,0,0,0,1,0,0,1,0
14017,24,72000,8.0,14000,7.9,0,0.19,4,0,0,0,1,0,1,0,0,0,0,1,0
14018,26,100000,10.0,12000,5.99,0,0.12,2,1,0,0,0,1,0,0,0,0,0,1,0
14019,23,72150,3.0,14000,10.75,0,0.19,3,0,0,0,1,0,0,0,0,0,1,1,0
14020,23,88000,4.782271048394734,1000,13.49,1,0.01,4,1,0,0,0,0,0,0,0,0,1,0,1
14021,21,72500,3.0,14000,13.49,0,0.19,2,0,0,0,1,0,1,0,0,0,0,0,1
14022,22,100000,6.0,14350,9.99,0,0.14,2,1,0,0,0,0,1,0,0,0,0,1,0
14023,24,100000,8.0,6000,5.42,0,0.06,4,1,0,0,0,0,0,0,1,0,0,1,0
14024,24,100000,8.0,5625,6.99,0,0.06,4,1,0,0,0,0,0,0,1,0,0,1,0
14025,24,100000,1.0,5000,11.011647430239664,0,0.05,3,1,0,0,0,0,0,0,0,0,1,1,0
14026,26,100000,11.0,15000,13.99,0,0.15,4,1,0,0,0,0,0,0,0,1,0,1,0
14027,23,73000,1.0,14000,13.11,0,0.19,2,0,0,0,1,0,0,0,0,1,0,1,0
14028,23,100000,5.0,8000,11.49,0,0.08,4,1,0,0,0,0,0,0,1,0,0,1,0
14029,25,100000,9.0,3275,5.42,0,0.03,2,1,0,0,0,0,0,0,1,0,0,1,0
14030,24,100000,8.0,10750,6.99,0,0.11,4,1,0,0,0,0,0,0,1,0,0,1,0
14031,23,100000,7.0,11200,11.49,0,0.11,2,1,0,0,0,0,0,0,0,1,0,1,0
14032,23,100000,7.0,10000,10.59,0,0.1,4,1,0,0,0,0,0,0,0,0,1,1,0
14033,25,100000,2.0,16000,14.79,0,0.16,2,1,0,0,0,0,0,0,0,0,1,0,1
14034,21,100000,3.0,6200,8.49,0,0.06,4,1,0,0,0,0,0,0,0,0,1,1,0
14035,26,88000,6.0,7700,14.79,1,0.09,4,1,0,0,0,0,1,0,0,0,0,0,1
14036,26,75000,4.0,14000,11.11,0,0.19,4,0,0,0,1,0,1,0,0,0,0,1,0
14037,22,100000,6.0,15000,7.49,0,0.15,2,1,0,0,0,0,1,0,0,0,0,1,0
14038,25,100000,9.0,7500,13.99,0,0.07,4,1,0,0,0,0,1,0,0,0,0,1,0
14039,25,100000,9.0,17600,10.59,0,0.18,2,1,0,0,0,0,0,1,0,0,0,1,0
14040,22,31193,0.0,4000,14.74,0,0.13,2,0,0,1,0,1,0,0,0,0,0,0,1
14041,24,100000,3.0,10000,5.99,0,0.1,2,1,0,0,0,0,1,0,0,0,0,1,0
14042,22,100000,6.0,3000,11.49,0,0.03,3,1,0,0,0,0,1,0,0,0,0,1,0
14043,23,100000,0.0,11000,8.49,0,0.11,2,1,0,0,0,0,0,0,0,0,1,1,0
14044,26,100000,10.0,10000,10.59,0,0.1,2,0,0,1,0,0,0,0,1,0,0,1,0
14045,25,100000,2.0,15000,15.99,0,0.15,3,1,0,0,0,0,1,0,0,0,0,0,1
14046,22,100000,2.0,15000,11.99,0,0.15,2,1,0,0,0,0,1,0,0,0,0,1,0
14047,24,100000,7.0,10300,15.99,0,0.1,4,1,0,0,0,0,1,0,0,0,0,0,1
14048,24,88000,5.0,24000,19.69,1,0.27,2,1,0,0,0,1,0,0,0,0,0,1,0
14049,26,100000,4.0,25000,11.99,0,0.25,3,1,0,0,0,1,0,0,0,0,0,1,0
14050,25,77700,2.0,14000,10.99,0,0.18,2,0,0,0,1,0,0,1,0,0,0,1,0
14051,22,78700,6.0,14000,13.48,0,0.18,4,0,0,0,1,0,1,0,0,0,0,1,0
14052,26,80000,6.0,14000,11.011647430239664,0,0.17,2,0,0,0,1,0,1,0,0,0,0,1,0
14053,23,80000,0.0,14000,14.27,0,0.17,2,0,0,0,1,0,0,0,0,0,1,0,1
14054,26,100000,4.0,5000,6.92,0,0.05,4,1,0,0,0,0,1,0,0,0,0,1,0
14055,26,74800,3.0,10000,14.54,1,0.11,3,1,0,0,0,0,0,0,1,0,0,1,0
14056,23,100000,8.0,10000,7.66,0,0.1,2,1,0,0,0,0,0,0,0,0,1,1,0
14057,25,100000,5.0,15000,11.011647430239664,0,0.15,3,1,0,0,0,0,0,0,1,0,0,1,0
14058,24,81000,2.0,14000,14.17,0,0.17,4,0,0,0,1,1,0,0,0,0,0,1,0
14059,22,100000,3.0,12000,11.11,0,0.12,3,1,0,0,0,0,0,0,0,0,1,1,0
14060,24,100000,8.0,6000,5.79,0,0.06,2,1,0,0,0,0,0,0,0,0,1,1,0
14061,22,82000,4.0,14000,7.9,0,0.17,4,0,0,0,1,0,0,0,0,1,0,1,0
14062,23,100000,1.0,9125,11.11,0,0.09,3,1,0,0,0,0,0,0,0,1,0,1,0
14063,25,100000,3.0,12000,5.79,0,0.12,2,1,0,0,0,0,0,0,1,0,0,1,0
14064,24,100000,8.0,30000,18.62,0,0.3,2,1,0,0,0,0,0,0,0,0,1,0,1
14065,25,100000,0.0,7000,5.79,0,0.07,3,1,0,0,0,0,1,0,0,0,0,1,0
14066,24,100000,8.0,12000,6.92,0,0.12,2,1,0,0,0,0,0,1,0,0,0,1,0
14067,24,100000,9.0,12800,5.79,0,0.13,4,1,0,0,0,0,0,0,0,0,1,1,0
14068,24,100000,6.0,20000,6.17,0,0.2,4,1,0,0,0,0,0,0,1,0,0,1,0
14069,24,100000,2.0,7700,10.74,0,0.08,2,1,0,0,0,0,1,0,0,0,0,1,0
14070,22,100000,6.0,10000,10.74,0,0.1,3,1,0,0,0,0,1,0,0,0,0,1,0
14071,23,100000,4.0,25000,17.14,0,0.25,2,1,0,0,0,0,0,0,0,0,1,0,1
14072,25,100000,0.0,7500,6.54,0,0.07,4,1,0,0,0,0,1,0,0,0,0,1,0
14073,23,100000,8.0,16000,6.17,0,0.16,2,1,0,0,0,0,0,0,0,1,0,1,0
14074,23,86000,4.0,14000,6.62,0,0.16,3,0,0,0,1,0,0,0,1,0,0,1,0
14075,24,88000,0.0,14000,9.99,0,0.16,3,0,0,0,1,0,0,1,0,0,0,1,0
14076,26,90000,0.0,14000,6.03,0,0.16,2,0,0,0,1,0,0,1,0,0,0,1,0
14077,21,88000,1.0,25000,14.83,1,0.28,4,1,0,0,0,0,0,0,0,1,0,1,0
14078,25,90996,5.0,14000,12.23,0,0.15,2,0,0,0,1,0,0,0,1,0,0,1,0
14079,25,100000,2.0,15000,6.17,0,0.15,4,0,0,1,0,0,0,1,0,0,0,1,0
14080,23,100000,0.0,17000,5.79,0,0.17,4,1,0,0,0,0,0,0,1,0,0,1,0
14081,23,95000,0.0,14000,12.69,0,0.15,2,0,0,0,1,0,1,0,0,0,0,1,0
14082,24,100000,8.0,10000,6.54,0,0.1,3,1,0,0,0,0,0,1,0,0,0,1,0
14083,26,100000,11.0,2000,5.42,0,0.02,2,1,0,0,0,0,0,1,0,0,0,1,0
14084,24,100000,2.0,5000,9.62,0,0.05,4,1,0,0,0,1,0,0,0,0,0,1,0
14085,24,100000,4.0,16000,6.54,0,0.16,2,1,0,0,0,0,0,0,0,0,1,1,0
14086,23,100000,2.0,14000,6.17,0,0.14,3,1,0,0,0,0,0,0,0,0,1,1,0
14087,23,83000,0.0,14000,17.51,1,0.17,4,0,0,0,1,0,1,0,0,0,0,0,1
14088,24,95000,5.0,14000,11.011647430239664,0,0.15,2,0,0,0,1,0,0,0,0,0,1,1,0
14089,22,100000,7.0,20000,6.91,0,0.2,4,1,0,0,0,0,1,0,0,0,0,1,0
14090,23,100000,7.0,5400,12.23,0,0.05,2,1,0,0,0,0,0,0,0,1,0,0,1
14091,22,100000,4.0,13500,11.011647430239664,0,0.14,4,1,0,0,0,0,1,0,0,0,0,1,0
14092,26,100000,6.0,14000,13.85,0,0.14,4,0,0,0,1,0,0,0,0,0,1,1,0
14093,24,100000,8.0,16800,7.88,0,0.17,4,1,0,0,0,0,1,0,0,0,0,1,0
14094,24,74800,4.0,14000,16.45,1,0.16,2,0,0,0,1,0,0,0,1,0,0,1,0
14095,25,100000,9.0,15000,7.88,0,0.15,2,1,0,0,0,0,1,0,0,0,0,1,0
14096,24,100000,5.0,14000,10.75,0,0.14,3,1,0,0,0,0,0,0,0,1,0,1,0
14097,25,100000,3.0,13750,15.95,0,0.14,4,1,0,0,0,0,0,0,0,1,0,1,0
14098,24,100000,8.0,3600,13.23,0,0.04,2,1,0,0,0,1,0,0,0,0,0,0,1
14099,24,100000,5.0,7000,6.76,0,0.07,3,1,0,0,0,0,0,0,0,0,1,1,0
14100,24,105000,0.0,14000,7.88,0,0.13,4,0,0,0,1,0,0,0,1,0,0,1,0
14101,26,100000,0.0,17000,13.61,0,0.17,3,1,0,0,0,1,0,0,0,0,0,0,1
14102,24,98000,4.0,14000,14.26,1,0.14,3,0,0,0,1,0,1,0,0,0,0,1,0
14103,25,100000,9.0,7000,13.98,0,0.07,3,1,0,0,0,0,0,0,0,1,0,1,0
